Site_ID,Reference_ID,Location,Country,State,Latitude,Longitude,Uncertainty_radius,Elevation_low,Elevation_high,Habitat_description,Habitat_code,Abundance_data_present,Abundance_data_format,Spatial_extent,Study_duration,Time_series,N_years,Notes
1761,Eulinger2003,Swan Lake National Wildlife Refuge; near Sumner,USA,MO,39.618535,-93.23729,1.5,195,205,cover crop field; seeded with clover,AG,all,raw,160,15,1,2,NULL
1762,Eulinger2003,Swan Lake National Wildlife Refuge; near Sumner,USA,MO,39.618535,-93.23729,1.5,195,205,virgin bottomland forest; oak-hickory,DF,all,raw,160,15,1,2,NULL
1763,Fontaine2007,Siskiyou-Klamath region; mixed fire disturbance history,USA,OR,42.370234,-123.777474,20,350,1200,mature forest,CF,all,raw,32400,2,0,1,NULL
1764,Fontaine2007,Siskiyou-Klamath region; mixed fire disturbance history,USA,OR,42.370234,-123.777474,20,350,1200,2-yr old burn (2002 Biscuit fire),CF,all,raw,32400,2,0,1,NULL
1765,Fontaine2007,Siskiyou-Klamath region; mixed fire disturbance history,USA,OR,42.370234,-123.777474,20,350,1200,17-yr old burn (1987),CF,all,raw,40500,2,0,1,NULL
1766,Fontaine2007,Siskiyou-Klamath region; mixed fire disturbance history,USA,OR,42.370234,-123.777474,20,350,1200,Repeat burn (1987 & 2002),CF,all,raw,32400,2,0,1,NULL
1767,Fontaine2007,Siskiyou-Klamath region; mixed fire disturbance history,USA,OR,42.370234,-123.777474,20,350,1200,3-yr old burn; no salvage logging,CF,all,raw,48600,2,0,1,NULL
1768,Fontaine2007,Siskiyou-Klamath region; mixed fire disturbance history,USA,OR,42.370234,-123.777474,20,350,1200,3-yr old burn with salvage logging in 2004-2005,CF,all,raw,56700,2,0,1,NULL
1769,Fowler1995,Zion National Park,USA,UT,37.2573,-112.9614,0,1433,1433,Upper Emerald; on and nearby hanging garden,D,all,raw,NULL,1,0,1,NULL
1770,Fowler1995,Zion National Park,USA,UT,37.21461,-112.9626,0,1280,1280,Pine Creek; on and nearby hanging garden,D,all,raw,NULL,1,0,1,NULL
1771,Fowler1995,Zion National Park,USA,UT,37.2539,-112.9798,0,1372,1372,Menu Falls; on and nearby hanging garden,D,all,raw,NULL,3,0,1,NULL
1772,Fowler1995,Glen Canyon National Recreation Area,USA,AZ,37.1968,-110.8815,0,1250,1250,Upper Three Garden; on and nearby hanging garden,D,all,raw,NULL,1,0,1,NULL
1773,Fowler1995,Glen Canyon National Recreation Area,USA,AZ,37.293016,-110.865,0,1158,1158,Pedestal; on and nearby hanging garden,D,all,raw,NULL,1,0,1,NULL
1774,Fowler1995,Glen Canyon National Recreation Area,USA,AZ,37.29458,-110.70063,0,1235,1235,Ice; on and nearby hanging garden,D,all,raw,NULL,1,0,1,NULL
1775,Fowler1995,Glen Canyon National Recreation Area,USA,AZ,37.2581,-110.8386,0,1183,1183,Zingy; on and nearby hanging garden,D,all,raw,NULL,1,0,1,NULL
1776,Fowler1995,Glen Canyon National Recreation Area,USA,AZ,37.57053,-110.57704,0,1158,1158,Camp; on and nearby hanging garden,D,all,raw,NULL,1,0,1,NULL
1777,Gettinger1991,Federal District; 12 km southwest of Brasilia; Fazenda Agua Limpia nature reserve and Reserva Ecologica do Instituto Brasileiro de Geografica e Estatistica,Brazil,NULL,-15.933333,-47.716667,5,900,1020,cerrado; including upland cerrado; gallery forests; and marshland habitat,MX,none,none,NULL,17,0,1,NULL
1778,Glennon2002,Huntington Wildlife Forest; Newcomb; central Adirondack Park,USA,NY,44,-74.216667,5,30,1600,dominated by 2nd growth northern hardwoods; with some spruce and fir,MF,all,raw,72000,13,1,2,NULL
1779,Higgins2003,Thousand Hills State Park; southwest of Kirksville; Adair County,USA,MO,40.190609,-92.648172,0,250,290,oak savanna restoration area; controlled burns conducted 1992-1995; and 2002,DF,all,raw,17671,14,0,1,NULL
1780,Higgins2003,Thousand Hills State Park; southwest of Kirksville; Adair County,USA,MO,40.190609,-92.648172,0,250,290,oak savanna forest; controlled burns conducted 1992-1995; and 2002,DF,all,raw,17671,14,0,1,NULL
1781,Hutchison1997,Stand 1 control grid 4; Black Sturgeon Forest Management Agreement license area; 120 km NE Thunder Bay,Canada,Ontario,49.166667,-88.75,4,290,290,boreal mixedwood forest,MF,all,raw,20000,24,1,3,NULL
1782,Hutchison1997,Stand 1 control grid 13; Black Sturgeon Forest Management Agreement license area; 120 km NE Thunder Bay,Canada,Ontario,49.166667,-88.75,4,290,290,boreal mixedwood forest,MF,all,raw,20000,24,1,3,NULL
1783,Hutchison1997,Stand 2 control grid 25; Black Sturgeon Forest Management Agreement license area; 120 km NE Thunder Bay,Canada,Ontario,49.166667,-88.75,4,290,290,boreal mixedwood forest,MF,all,raw,20000,24,1,3,NULL
1784,Hutchison1997,Stand 1 control grid 42; Black Sturgeon Forest Management Agreement license area; 120 km NE Thunder Bay,Canada,Ontario,49.166667,-88.75,4,290,290,boreal mixedwood forest,MF,all,raw,20000,16,1,2,NULL
1785,Hutchison1997,Stand 1 control grid 132; Black Sturgeon Forest Management Agreement license area; 120 km NE Thunder Bay,Canada,Ontario,49.166667,-88.75,4,290,290,boreal mixedwood forest,MF,all,raw,20000,16,1,2,NULL
1786,Hutchison1997,Stand 2 control grid 252; Black Sturgeon Forest Management Agreement license area; 120 km NE Thunder Bay,Canada,Ontario,49.166667,-88.75,4,290,290,boreal mixedwood forest,MF,all,raw,20000,16,1,2,NULL
1787,Johnson2005,Bear River Range of the Wasatch Mountains,USA,UT,41.81161,-111.680332,5,1810,2900,high-altitude sagebrush meadow (11 meadows),SH,all,raw,172788,NULL,0,1,NULL
1788,Keller2000,Great Smoky Mountains National Park; Tremont Area near the White Oak Sink; along the Schoolhouse Gap Trail,USA,TN,35.636111,-83.736111,0,550,600,high density of wild boars; oak-hickory forest,DF,all,raw,19200,40,1,4,NULL
1789,Keller2000,Nolichucky Ranger District in the Cherokee National Forest,USA,NC,35.272222,-82.886944,0,550,600,no wild boars present; oak-hickory forest,DF,all,raw,19200,40,1,4,NULL
1790,Kuttner2002,boreal mixedwood region bounded by Gogama; Hearst; Cochrane and Hornepayne,Canada,Ontario,49.099151,-83.119605,160,175,500,boreal mixedwood zone; combination of post-logged and post-fire landscapes,MF,all,raw,11025,15,0,2,NULL
1791,Lambert2004,Xingu basin; Kayapo Indigenous Area; Pinkaiti Research Station,Brazil,Para,-7.770556,-51.961944,10,230,400,ground; understory; and canopy trapping; tropical forest and savanna along the Xingu river; mostly unlogged and protected from hunting,TF,all,raw,83360,35,0,3,NULL
1792,Larkin2006,Las Vegas Wash; southeast portion of Clark county,USA,NV,36.101237,-115.021732,2,480,505,creosote dominated; desert wetland; hard rocky soil; site 1,DS,all,raw,75,12,1,2,abundance reported is MNKA
1793,Larkin2006,Las Vegas Wash; southeast portion of Clark county,USA,NV,36.101237,-115.021732,2,480,505,saltbush dominated; desert wetland; fine sandy soil; site 1,DS,all,raw,75,12,1,2,abundance reported is MNKA
1794,Larkin2006,Las Vegas Wash; southeast portion of Clark county,USA,NV,36.101237,-115.021732,2,480,505,tamarisk dominated; desert wetland; some sandy soil; site 1,DS,all,raw,75,12,1,2,abundance reported is MNKA
1795,Larkin2006,Las Vegas Wash; southeast portion of Clark county,USA,NV,36.101237,-115.021732,2,480,505,creosote dominated; desert wetland; hard rocky soil; site 2,DS,all,raw,75,12,1,2,abundance reported is MNKA
1796,Larkin2006,Las Vegas Wash; southeast portion of Clark county,USA,NV,36.101237,-115.021732,2,480,505,saltbush dominated; desert wetland; fine sandy soil; site 2,DS,all,raw,75,12,1,2,abundance reported is MNKA
1797,Larkin2006,Las Vegas Wash; southeast portion of Clark county,USA,NV,36.101237,-115.021732,2,480,505,tamarisk dominated; desert wetland; some sandy soil; site 2,DS,all,raw,75,12,1,2,abundance reported is MNKA
1798,LaRosa2006,Camp Maxey; a Texas National Guard Army Training site bordered on the east by US Hwy 271; Lamar County,USA,TX,33.8,-95.55,2,140,170,open grassland,GL,all,raw,2500,6,0,1,NULL
1799,LaRosa2006,Camp Maxey; a Texas National Guard Army Training site bordered on the east by US Hwy 271; Lamar County,USA,TX,33.8,-95.55,2,140,170,brushy grassland,GL,all,raw,2500,6,0,1,NULL
1800,LaRosa2006,Camp Maxey; a Texas National Guard Army Training site bordered on the east by US Hwy 271; Lamar County,USA,TX,33.8,-95.55,2,140,170,savanna,GL,all,raw,12500,6,0,1,NULL
1801,LaRosa2006,Camp Maxey; a Texas National Guard Army Training site bordered on the east by US Hwy 271; Lamar County,USA,TX,33.8,-95.55,2,140,170,oak barrens,DF,all,raw,5000,6,0,1,NULL
1802,LaRosa2006,Camp Maxey; a Texas National Guard Army Training site bordered on the east by US Hwy 271; Lamar County,USA,TX,33.8,-95.55,2,140,170,upland woodlands,MF,all,raw,12500,6,0,1,NULL
1803,LaRosa2006,Camp Maxey; a Texas National Guard Army Training site bordered on the east by US Hwy 271; Lamar County,USA,TX,33.8,-95.55,2,140,170,mesic forests,DF,all,raw,12500,6,0,1,NULL
1804,LaRosa2006,Camp Maxey; a Texas National Guard Army Training site bordered on the east by US Hwy 271; Lamar County,USA,TX,33.8,-95.55,2,140,170,seeps,DF,all,raw,12500,6,0,1,NULL
1805,LaRosa2006,Camp Maxey; a Texas National Guard Army Training site bordered on the east by US Hwy 271; Lamar County,USA,TX,33.8,-95.55,2,140,170,wetlands,W,all,raw,5000,6,0,1,NULL
1806,Lawrence1996,Pierre Lake; Lake Abitibi Model Forest; Little Abitibi Provincial Park,Canada,Ontario,49.49712,-80.659278,2,20,100,clearcut (1992) spruce dominated forest,CF,all,raw,500,4,0,1,NULL
1807,Lawrence1996,Pierre Lake; Lake Abitibi Model Forest; Hudson Bay Lowland Forest region,Canada,Ontario,49.49712,-80.659278,2,20,100,light residual cut (1992; 75% logged) spruce dominated forest,CF,all,raw,500,4,0,1,NULL
1808,Lawrence1996,Pierre Lake; Lake Abitibi Model Forest; Hudson Bay Lowland Forest region,Canada,Ontario,49.49712,-80.659278,2,20,100,heavy residual cut (1992; 50% logged) spruce dominated forest,CF,all,raw,500,4,0,1,NULL
1809,Lawrence1996,Pierre Lake; Lake Abitibi Model Forest; Hudson Bay Lowland Forest region,Canada,Ontario,49.49712,-80.659278,2,20,100,unlogged mature spruce dominated forest,CF,all,raw,500,4,0,1,NULL
1810,Ledesma2003,Bahuaja Lodge; located in the Buffer Zone between Bahuaja-Sonene National Park and Tambopata National Reserve,Peru,NULL,-12.809167,-69.345556,1,225,230,bamboo patch in terra firme forest,TF,all,raw,1050,1,0,1,NULL
1811,Ledesma2003,Bahuaja Lodge; located in the Buffer Zone between Bahuaja-Sonene National Park and Tambopata National Reserve,Peru,NULL,-12.809167,-69.345556,1,225,230,old growth forest,TF,all,raw,1050,1,0,1,NULL
1812,Ledesma2003,Tambopata Research Center; Tambopata National Reserve,Peru,NULL,-13.136111,-69.611111,1,210,240,bamboo patch in terra firme forest; low floodplain,TF,all,raw,1920,2,0,1,NULL
1813,Ledesma2003,Tambopata Research Center; Tambopata National Reserve,Peru,NULL,-13.136111,-69.611111,1,210,240,old growth forest,TF,all,raw,1920,2,0,1,NULL
1814,Litt2007,Fort Huachuca Military Reservation,USA,AZ,31.58513,-110.34426,1,1420,1625,semi-desert grassland,DG,all,raw,413437.5,48,0,4,NULL
1815,Mahon1998,British Columbia Ministry of Forests' Date Creek Study Area; Kispiox Valley; 30 km north of Hazleton,Canada,British Columbia,55.53836,-127.641169,5,450,600,clearcut (1992) coniferous forest,CF,all,estimate,57600,18,1,2,abundance presented as average number of unique individuals captured
1816,Mahon1998,British Columbia Ministry of Forests' Date Creek Study Area; Kispiox Valley; 30 km north of Hazleton,Canada,British Columbia,55.53836,-127.641169,5,450,600,heavy removal partial cut (60% in 1992); old growth coniferous forest,CF,all,estimate,57600,18,1,2,abundance presented as average number of unique individuals captured
1817,Mahon1998,British Columbia Ministry of Forests' Date Creek Study Area; Kispiox Valley; 30 km north of Hazleton,Canada,British Columbia,55.53836,-127.641169,5,450,600,light removal partial cut (30% in 1992) old growth coniferous forest,CF,all,estimate,57600,18,1,2,abundance presented as average number of unique individuals captured
1818,Mahon1998,British Columbia Ministry of Forests' Date Creek Study Area; Kispiox Valley; 30 km north of Hazleton,Canada,British Columbia,55.53836,-127.641169,5,450,600,old growth coniferous forest,CF,all,estimate,57600,18,1,2,abundance presented as average number of unique individuals captured
1819,Ledesma2003,Tambopata Region,Peru,NULL,-13.136111,-69.611111,100,200,300,tropical forest region,TF,none,none,NULL,NULL,0,NULL,NULL
1820,Osbourne2002,Briery Mountain Training Area; Camp Dawson Collective Training Area; 6.4 km east of Kingwood; Preston County,USA,WV,39.4,-79.65,1,579,853,mixed montane hardwood and sub-xeric oak forest,DF,all,raw,103050,18,1,2,NULL
1821,Osbourne2002,Cantonment Area. Camp Dawson Collective Training Area; 6.4 km east of Kingwood; Preston County,USA,WV,39.433333,-79.666667,1,366,516,mixed mesophytic and floodplain forest; heavily logged,DF,all,raw,103050,18,1,2,NULL
1822,Osbourne2002,Pringle Tract; Camp Dawson Collective Training Area; 6.4 km east of Kingwood; Preston County,USA,WV,39.4,-79.7,1,450,840,heavily logged oak-hickory forest,DF,all,raw,111600,18,1,2,NULL
1823,Rosa2006,Near Beaver adjacent to Interstate 15,USA,UT,38.440673,-112.629524,10,1700,1900,sagebrush with pinyon pine and juniper patches. I-15 is a 4 lane divided highway.,DS,all,raw,188496,4,0,1,NULL
1824,Rosa2006,Near Beaver adjacent to Interstate 15,USA,UT,38.162242,-112.610199,5,1700,1900,sagebrush with pinyon pine and juniper patches. I-15 is a 4 lane divided highway.,DS,all,raw,450000,3,0,1,NULL
1825,Sekgororoane1995,University of New Brunswick Forest; Fredericton,Canada,New Brunswick,45.916667,-66.666667,10,100,130,mixed forest clearcut 6-10 years prior to study,MF,all,raw,7000,15,0,2,NULL
1826,Sekgororoane1995,University of New Brunswick Forest; Fredericton,Canada,New Brunswick,45.916667,-66.666667,10,100,130,softwood dominated forest; clearcut 6-10 years prior to study,MF,all,raw,7000,15,0,2,NULL
1827,Sekgororoane1995,University of New Brunswick Forest; Fredericton,Canada,New Brunswick,45.916667,-66.666667,10,100,130,<5 yr old clearcut edge; site 1; mixed hardwood forest,MF,all,raw,3000,15,0,2,NULL
1828,Sekgororoane1995,University of New Brunswick Forest; Fredericton,Canada,New Brunswick,45.916667,-66.666667,10,100,130,<5 yr old clearcut edge; site 2; mixed hardwood forest,MF,all,raw,6000,3,0,1,NULL
1829,Sekgororoane1995,University of New Brunswick Forest; Fredericton,Canada,New Brunswick,45.916667,-66.666667,10,100,130,6-10 yr old clearcut edge; slash burned; site 3; mixed hardwood forest,MF,all,raw,7000,15,0,2,NULL
1830,Sekgororoane1995,University of New Brunswick Forest; Fredericton,Canada,New Brunswick,45.916667,-66.666667,10,100,130,6-10 yr old clearcut edge; site 4; mixed hardwood forest,MF,all,raw,7000,15,0,2,NULL
1831,Sekgororoane1995,University of New Brunswick Forest; Fredericton,Canada,New Brunswick,45.916667,-66.666667,10,100,130,6-10 yr old clearcut edge; slash windrowed; site 5; mixed hardwood forest,MF,all,raw,5000,27,0,3,NULL
1832,Senzota1985,Texas A&M University Natural Plant and Animal Conservancy Area; College Station,USA,TX,30.613254,-96.33929,10,70,110,unburned grid; dense post oak savanna,DF,all,raw,9801,7,0,1,NULL
1833,Senzota1985,Texas A&M University Natural Plant and Animal Conservancy Area; College Station,USA,TX,30.613254,-96.33929,10,70,110,burned grid; dense post oak savanna,DF,all,raw,9801,7,0,1,NULL
1834,Sharkey2008,Gordon Cosens and Iroquois Falls forest management units; centered near the towns of Kapuskasing and Iroquois Falls; respectively,Canada,Ontario,49.115965,-81.364002,75,215,300,18 stands in mixedwood boreal forest,MF,all,raw,135000,4,0,1,NULL
1835,Sharkey2008,Gordon Cosens and Iroquois Falls forest management units; centered near the towns of Kapuskasing and Iroquois Falls; respectively,Canada,Ontario,49.115965,-81.364002,75,215,300,14 stands in black spruce dominated forest,CF,all,raw,105000,4,0,1,NULL
1836,Silva-Lugo2008,Cedar Key Scrub State Reserve,USA,FL,29.196425,-83.020005,2,0,2,scrubby flatwoods ,SH,all,raw,36990,29,1,3,NULL
1837,Silva-Lugo2008,Cedar Key Scrub State Reserve,USA,FL,29.196425,-83.020005,2,0,2,vegetation surrounding wetlands,W,all,raw,36990,29,1,3,NULL
1838,Soykan2007,San Pedro Riparian National Conservation Area,USA,AZ,31.628878,-110.175094,20,1175,1290,Riparian zone near San Pedro River in Chihuahuan desert,DF,all,raw,9900,18,0,2,NULL
1839,Soykan2007,San Pedro Riparian National Conservation Area,USA,AZ,31.628878,-110.175094,20,1175,1290,Near scrub adjacent to the San Pedro Riparian zone in the Chihuahuan desert,DS,all,raw,9900,18,0,2,NULL
1840,Soykan2007,San Pedro Riparian National Conservation Area,USA,AZ,31.628878,-110.175094,20,1175,1290,Far scrub in the San Pedro riparian zone in the Chihuahuan desert,DS,all,raw,9900,18,0,2,NULL
1841,Spicer1997,Point Pelee National Park,Canada,Ontario,41.947081,-82.513834,1,170,175,marsh,W,all,raw,4950,4,0,1,NULL
1842,Spicer1997,Point Pelee National Park,Canada,Ontario,41.947081,-82.513834,1,170,175,wet meadow,W,all,raw,790,3,0,1,NULL
1843,Spicer1997,Point Pelee National Park,Canada,Ontario,41.947081,-82.513834,1,170,175,swamp thicket #1,W,all,raw,990,3,0,1,NULL
1844,Spicer1997,Point Pelee National Park,Canada,Ontario,41.947081,-82.513834,1,170,175,swamp thicket #2,W,all,raw,990,3,0,1,NULL
1845,Spicer1997,Point Pelee National Park,Canada,Ontario,41.947081,-82.513834,1,170,175,swamp forest,W,all,raw,990,3,0,1,NULL
1846,Spicer1997,Point Pelee National Park,Canada,Ontario,41.947081,-82.513834,1,170,175,marsh,W,all,raw,9801,4,0,1,NULL
1847,Spicer1997,Point Pelee National Park,Canada,Ontario,41.947081,-82.513834,1,170,175,swamp thicket,W,all,raw,9801,4,0,1,NULL
1848,Sternberg2001,McManus unit of the Las Palomas Wildlife Management Area in Hidalgo county; 6 km S of Weslaco,USA,TX,26.071434,-97.990937,2.5,20,25,Mature brush edge (within 50 m of another habitat type),SH,all,raw,1600,14,0,2,NULL
1849,Sternberg2001,McManus unit of the Las Palomas Wildlife Management Area in Hidalgo county; 6 km S of Weslaco,USA,TX,26.071434,-97.990937,2.5,20,25,Mature brush interior (greater than 30 m from edge grid),SH,all,raw,1600,14,0,2,NULL
1850,Sternberg2001,LaComa Tract of the Lower Rio Grande Valley of Texas National Wildlife Refuge in Hidalgo county; 6 km S of Weslaco,USA,TX,26.071434,-97.990937,2.5,20,25,Replanted brush edge (within 50 m of another habitat type),SH,all,raw,1600,14,0,2,NULL
1851,Sternberg2001,LaComa Tract of the Lower Rio Grande Valley of Texas National Wildlife Refuge in Hidalgo county; 6 km S of Weslaco,USA,TX,26.071434,-97.990937,2.5,20,25,Replanted brush interior (greater than 30 m from edge grid),SH,all,raw,1600,14,0,2,NULL
1852,Sternberg2001,LaComa Tract of the Lower Rio Grande Valley of Texas National Wildlife Refuge in Hidalgo county; 6 km S of Weslaco,USA,TX,26.071434,-97.990937,2.5,20,25,Fallow field edge  (within 50 m of another habitat type),GL,all,raw,1600,14,0,2,NULL
1853,Sternberg2001,LaComa Tract of the Lower Rio Grande Valley of Texas National Wildlife Refuge in Hidalgo county; 6 km S of Weslaco,USA,TX,26.071434,-97.990937,2.5,20,25,Fall field interior (greater than 30 m from edge grid),GL,all,raw,1600,14,0,2,NULL
1854,Taylor2001,Naval Air Station Meridian; 24 km northeast of Meridian,USA,MS,32.55,-88.533333,5,61,116,mature pine forest ( > 45 yrs),CF,all,raw,1400,13,1,2,NULL
1855,Taylor2001,Naval Air Station Meridian; 24 km northeast of Meridian,USA,MS,32.55,-88.533333,5,61,116,mature pine hardwood mix forest (> 45 yrs),MF,all,raw,1400,13,1,2,NULL
1856,Taylor2001,Naval Air Station Meridian; 24 km northeast of Meridian,USA,MS,32.55,-88.533333,5,61,116,mature riparian hardwood forest (> 45 yrs),MF,all,raw,600,13,1,2,NULL
1857,Thomas2006,San Bernardino Mountains,USA,CA,34.16926,-117.194925,5,933,2133,Mojave desert mountain top; spanning at least 700 m elevation,DS,none,none,NULL,1,0,1,NULL
1858,Thomas2006,Mojave National Preserve; Granite mountain range,USA,CA,34.763697,-115.698125,5,933,2133,Mojave desert mountain top; spanning at least 700 m elevation,DS,none,none,NULL,1,0,1,NULL
1859,Thomas2006,Mojave National Preserve; New York mountain range,USA,CA,35.258566,-115.308437,5,933,2133,Mojave desert mountain top; spanning at least 700 m elevation,DS,none,none,NULL,1,0,1,NULL
1860,Thomas2006,Mojave National Preserve; Clark mountain range,USA,CA,35.519167,-115.583889,5,933,2133,Mojave desert mountain top; spanning at least 700 m elevation,DS,none,none,NULL,1,0,1,NULL
1861,Thomas2006,Death Valley National Park; Cottonwood mountain range,USA,CA,36.576308,-117.343306,5,933,2133,Mojave desert mountain top; spanning at least 700 m elevation,DS,none,none,NULL,1,0,1,NULL
1862,Thomas2006,Death Valley National Park; Grapevine mountain range,USA,CA,36.883352,-117.093885,5,933,2133,Mojave desert mountain top; spanning at least 700 m elevation,DS,none,none,NULL,1,0,1,NULL
1863,Thomas2006,New York Mountains,USA,CA,35.054444,-115.46,0,1524,1524,Mojave desert mountain top; spanning at least 700 m elevation,DS,none,none,14400,1,0,1,NULL
1864,Thomas2006,New York Mountains,USA,CA,35.165556,-115.401667,0,1585,1585,Mojave desert mountain top; spanning at least 700 m elevation,DS,none,none,14400,1,0,1,NULL
1865,Thomas2006,Mescal Peak,USA,CA,35.440556,-115.528333,0,1640,1640,Mojave desert mountain top; spanning at least 700 m elevation,DS,none,none,14400,1,0,1,NULL
1866,Thomas2006,Clark Mountain,USA,CA,35.519167,-115.583889,0,1966,1966,Mojave desert mountain top; spanning at least 700 m elevation,DS,none,none,14400,1,0,1,NULL
1867,Thomas2006,Panamint Mountains,USA,CA,36.2325,-117.067222,0,2438,2438,Mojave desert mountain top; spanning at least 700 m elevation,DS,none,none,14400,1,0,1,NULL
1868,Townsend2004,Oklahoma State University Range Research 21 km southwest of Stillwater,USA,OK,35.964027,-97.22849,10,270,315,tallgrass prairie interspersed with some oak woodland; moderate grazing,GL,all,estimate,57600,1,0,1,NULL
1869,Trese2005,Antrim; Cheboygan; Crawford; Emmet; Kalkaska; Montmorency; and Otsego counties. Sites occur on the Maple Rive; Black River; Pigeon River and Sturgeon River in the Cheboygan River basin; the Jordan River in the Jordan River basin; the Manistee River in the ,USA,MI,45.074279,-84.140314,85,180,390,riparian jack pine-red pine dominated forest,CF,all,raw,10500,12,0,2,spatial extent for a habitat type (riparian + upland) = 2100 m2
1870,Trese2005,Antrim; Cheboygan; Crawford; Emmet; Kalkaska; Montmorency; and Otsego counties. Sites occur on the Maple Rive; Black River; Pigeon River and Sturgeon River in the Cheboygan River basin; the Jordan River in the Jordan River basin; the Manistee River in the ,USA,MI,45.074279,-84.140314,85,180,390,upland jack pine-red pine dominated forest,CF,all,raw,10500,12,0,2,spatial extent for a habitat type (riparian + upland) = 2100 m3
1871,Trese2005,Antrim; Cheboygan; Crawford; Emmet; Kalkaska; Montmorency; and Otsego counties. Sites occur on the Maple Rive; Black River; Pigeon River and Sturgeon River in the Cheboygan River basin; the Jordan River in the Jordan River basin; the Manistee River in the ,USA,MI,45.074279,-84.140314,85,180,390,riparian red maple-aspen dominated forest,DF,all,raw,10500,12,0,2,spatial extent for a habitat type (riparian + upland) = 2100 m4
1872,Trese2005,Antrim; Cheboygan; Crawford; Emmet; Kalkaska; Montmorency; and Otsego counties. Sites occur on the Maple Rive; Black River; Pigeon River and Sturgeon River in the Cheboygan River basin; the Jordan River in the Jordan River basin; the Manistee River in the ,USA,MI,45.074279,-84.140314,85,180,390,upland red maple-aspen dominated forest,DF,all,raw,10500,12,0,2,spatial extent for a habitat type (riparian + upland) = 2100 m5
1873,Trese2005,Antrim; Cheboygan; Crawford; Emmet; Kalkaska; Montmorency; and Otsego counties. Sites occur on the Maple Rive; Black River; Pigeon River and Sturgeon River in the Cheboygan River basin; the Jordan River in the Jordan River basin; the Manistee River in the ,USA,MI,45.074279,-84.140314,85,180,390,riparian sugar maple-basswood dominated forest,DF,all,raw,10500,12,0,2,spatial extent for a habitat type (riparian + upland) = 2100 m6
1874,Trese2005,Antrim; Cheboygan; Crawford; Emmet; Kalkaska; Montmorency; and Otsego counties. Sites occur on the Maple Rive; Black River; Pigeon River and Sturgeon River in the Cheboygan River basin; the Jordan River in the Jordan River basin; the Manistee River in the ,USA,MI,45.074279,-84.140314,85,180,390,upland sugar maple-basswood dominated forest,DF,all,raw,10500,12,0,2,spatial extent for a habitat type (riparian + upland) = 2100 m7
1875,Vogel1998,Hill Air Force Base North Range,USA,UT,40.561002,-113.106915,25,1300,1800,great basin desert habitat; shadscale vegetation type; disturbed by military activities such as training exercises and explosive testing,SH,all,raw,218700,2,0,1,NULL
1876,Vogel1998,Public lands surrounding Hill Air Force Base,USA,UT,40.561002,-113.106915,25,1300,1800,great basin desert habitat; shadscale vegetation type; BLM land,SH,all,raw,218700,2,0,1,NULL
1877,Wachob1997,Conservation Reserve Program habitat patches bordered by Torrington; Wheatland; and Cheyenne in Laramie; Platte; and Goshen counties,USA,WY,41.654492,-104.656182,50,1400,1700,short grass prairie,AG,all,raw,613800,13,0,2,NULL
1878,Wachob1997,Conservation Reserve Program habitat patches bordered by Torrington; Wheatland; and Cheyenne in Laramie; Platte; and Goshen counties,USA,WY,41.654492,-104.656182,50,1400,1700,rangeland with intensive grazing,AG,all,raw,49500,13,0,2,NULL
1879,Wachob1997,Conservation Reserve Program habitat patches bordered by Torrington; Wheatland; and Cheyenne in Laramie; Platte; and Goshen counties,USA,WY,41.654492,-104.656182,50,1400,1700,crop land (mostly winter wheat),AG,all,raw,59400,13,0,2,NULL
1880,Weekes2007,Oceano Dunes Preserve; a part of Oceano Dunes State Vehicular Recreation Area,USA,CA,35.049476,-120.618778,1,0,40,vegetation stabilized islands in Ocean Dunes Preserve. Foot traffic is allowed; island A,SD,all,raw,NULL,2,0,1,NULL
1881,Weekes2007,Oceano Dunes Preserve; a part of Oceano Dunes State Vehicular Recreation Area,USA,CA,35.049476,-120.618778,1,0,40,vegetation stabilized islands in Ocean Dunes Preserve. Foot traffic is allowed; island F,SD,all,raw,NULL,1,0,1,NULL
1882,Weekes2007,Oceano Dunes Preserve; a part of Oceano Dunes State Vehicular Recreation Area,USA,CA,35.049476,-120.618778,1,0,40,vegetation stabilized islands in Ocean Dunes Preserve. Foot traffic is allowed; island M,SD,all,raw,NULL,10,0,1,NULL
1883,Weekes2007,Oceano Dunes Preserve; a part of Oceano Dunes State Vehicular Recreation Area,USA,CA,35.049476,-120.618778,1,0,40,vegetation stabilized islands in Ocean Dunes Preserve. Foot traffic is allowed; island O,SD,all,raw,NULL,1,0,1,NULL
1884,Weekes2007,Oceano Dunes Preserve; a part of Oceano Dunes State Vehicular Recreation Area,USA,CA,35.049476,-120.618778,1,0,40,vegetation stabilized islands in Ocean Dunes Preserve. Foot traffic is allowed; island P,SD,all,raw,NULL,1,0,1,NULL
1885,Weekes2007,Oceano Dunes Preserve; a part of Oceano Dunes State Vehicular Recreation Area,USA,CA,35.049476,-120.618778,1,0,40,vegetation stabilized islands in Ocean Dunes Preserve. Foot traffic is allowed; island Q,SD,all,raw,NULL,2,0,1,NULL
1886,Weekes2007,Oceano Dunes Preserve; a part of Oceano Dunes State Vehicular Recreation Area,USA,CA,35.049476,-120.618778,1,0,40,vegetation stabilized islands in Ocean Dunes Preserve. Foot traffic is allowed; island S,SD,all,raw,NULL,1,0,1,NULL
